[2025-09-28 21:47:34] Starting CBNE base run
[2025-09-28 21:47:34] Graph: ../../../quantinuum/CBNE/graphs/Graph-3.graphml
[2025-09-28 21:47:34] Spectral gap: 0.3333333333333333
[2025-09-28 21:47:34] Dimension (k): 2
[2025-09-28 21:47:34] One norm: 1.3333333333333333
[2025-09-28 21:47:34] Walk length (z): 8
[2025-09-28 21:47:34] Planned samples: 5000
[2025-09-28 21:47:34] Seed set to 123
[2025-09-28 21:47:35] Iteration 500/5000 | progress 10.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0012s | iter_time=0.0013s
[2025-09-28 21:47:35] Iteration 1000/5000 | progress 20.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0013s | iter_time=0.0013s
[2025-09-28 21:47:36] Iteration 1500/5000 | progress 30.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0011s | iter_time=0.0011s
[2025-09-28 21:47:37] Iteration 2000/5000 | progress 40.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0011s | iter_time=0.0012s
[2025-09-28 21:47:37] Iteration 2500/5000 | progress 50.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0011s | iter_time=0.0012s
[2025-09-28 21:47:38] Iteration 3000/5000 | progress 60.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0011s | iter_time=0.0011s
[2025-09-28 21:47:38] Iteration 3500/5000 | progress 70.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0012s | iter_time=0.0012s
[2025-09-28 21:47:39] Iteration 4000/5000 | progress 80.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0012s | iter_time=0.0013s
[2025-09-28 21:47:40] Iteration 4500/5000 | progress 90.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0011s | iter_time=0.0012s
[2025-09-28 21:47:40] Iteration 5000/5000 | progress 100.0% | value=0.000000 | sample_time=0.0003s | chain_time=0.0011s | iter_time=0.0014s
[2025-09-28 21:47:40] Completed run in 6.4283 seconds, estimate=0.3016593811918909
