[2025-09-28 21:45:37] Starting CBNE base run
[2025-09-28 21:45:37] Graph: ../../../quantinuum/CBNE/graphs/Graph-3.graphml
[2025-09-28 21:45:37] Spectral gap: 0.3333333333333333
[2025-09-28 21:45:37] Dimension (k): 2
[2025-09-28 21:45:37] One norm: 1.3333333333333333
[2025-09-28 21:45:37] Walk length (z): 6
[2025-09-28 21:45:37] Planned samples: 7813
[2025-09-28 21:45:37] Seed set to 987
[2025-09-28 21:45:38] Iteration 781/7813 | progress 10.0% | value=5.618656 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0010s
[2025-09-28 21:45:39] Iteration 1562/7813 | progress 20.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0008s
[2025-09-28 21:45:40] Iteration 2343/7813 | progress 30.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-28 21:45:40] Iteration 3124/7813 | progress 40.0% | value=5.618656 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:45:41] Iteration 3905/7813 | progress 50.0% | value=5.618656 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0008s
[2025-09-28 21:45:42] Iteration 4686/7813 | progress 60.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:45:43] Iteration 5467/7813 | progress 70.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-28 21:45:43] Iteration 6248/7813 | progress 80.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:45:44] Iteration 7029/7813 | progress 90.0% | value=5.618656 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:45:45] Iteration 7810/7813 | progress 100.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:45:45] Iteration 7813/7813 | progress 100.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:45:45] Completed run in 7.8154 seconds, estimate=0.34878382323997553
