[2025-09-28 21:45:01] Starting CBNE base run
[2025-09-28 21:45:01] Graph: ../../../quantinuum/CBNE/graphs/Graph-3.graphml
[2025-09-28 21:45:01] Spectral gap: 0.3333333333333333
[2025-09-28 21:45:01] Dimension (k): 2
[2025-09-28 21:45:01] One norm: 1.3333333333333333
[2025-09-28 21:45:01] Walk length (z): 6
[2025-09-28 21:45:01] Planned samples: 6250
[2025-09-28 21:45:01] Seed set to 789
[2025-09-28 21:45:02] Iteration 625/6250 | progress 10.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:45:03] Iteration 1250/6250 | progress 20.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:45:03] Iteration 1875/6250 | progress 30.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:45:04] Iteration 2500/6250 | progress 40.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-28 21:45:05] Iteration 3125/6250 | progress 50.0% | value=0.000000 | sample_time=0.0002s | chain_time=0.0009s | iter_time=0.0011s
[2025-09-28 21:45:05] Iteration 3750/6250 | progress 60.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0010s | iter_time=0.0010s
[2025-09-28 21:45:06] Iteration 4375/6250 | progress 70.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:45:06] Iteration 5000/6250 | progress 80.0% | value=0.000000 | sample_time=0.0003s | chain_time=0.0008s | iter_time=0.0011s
[2025-09-28 21:45:07] Iteration 5625/6250 | progress 90.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:45:08] Iteration 6250/6250 | progress 100.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:45:08] Completed run in 6.2188 seconds, estimate=0.3254325377229102
