[2025-09-28 21:46:36] Starting CBNE base run
[2025-09-28 21:46:36] Graph: ../../../quantinuum/CBNE/graphs/Graph-3.graphml
[2025-09-28 21:46:36] Spectral gap: 0.3333333333333333
[2025-09-28 21:46:36] Dimension (k): 2
[2025-09-28 21:46:36] One norm: 1.3333333333333333
[2025-09-28 21:46:36] Walk length (z): 6
[2025-09-28 21:46:36] Planned samples: 12209
[2025-09-28 21:46:36] Seed set to 456
[2025-09-28 21:46:38] Iteration 1220/12209 | progress 10.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-28 21:46:39] Iteration 2440/12209 | progress 20.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0010s | iter_time=0.0011s
[2025-09-28 21:46:40] Iteration 3660/12209 | progress 30.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-28 21:46:41] Iteration 4880/12209 | progress 40.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:46:43] Iteration 6100/12209 | progress 50.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:44] Iteration 7320/12209 | progress 60.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-28 21:46:45] Iteration 8540/12209 | progress 69.9% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:46] Iteration 9760/12209 | progress 79.9% | value=5.618656 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:48] Iteration 10980/12209 | progress 89.9% | value=0.000000 | sample_time=0.0002s | chain_time=0.0009s | iter_time=0.0011s
[2025-09-28 21:46:49] Iteration 12200/12209 | progress 99.9% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:49] Iteration 12209/12209 | progress 100.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:46:49] Completed run in 12.3608 seconds, estimate=0.31754217609824675
