[2025-09-28 21:44:49] Starting CBNE base run
[2025-09-28 21:44:49] Graph: ../../../quantinuum/CBNE/graphs/Graph-3.graphml
[2025-09-28 21:44:49] Spectral gap: 0.3333333333333333
[2025-09-28 21:44:49] Dimension (k): 2
[2025-09-28 21:44:49] One norm: 1.3333333333333333
[2025-09-28 21:44:49] Walk length (z): 6
[2025-09-28 21:44:49] Planned samples: 6250
[2025-09-28 21:44:49] Seed set to 123
[2025-09-28 21:44:49] Iteration 625/6250 | progress 10.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:44:50] Iteration 1250/6250 | progress 20.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:44:51] Iteration 1875/6250 | progress 30.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:44:51] Iteration 2500/6250 | progress 40.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0011s | iter_time=0.0012s
[2025-09-28 21:44:52] Iteration 3125/6250 | progress 50.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0010s
[2025-09-28 21:44:53] Iteration 3750/6250 | progress 60.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:44:53] Iteration 4375/6250 | progress 70.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:44:54] Iteration 5000/6250 | progress 80.0% | value=5.618656 | sample_time=0.0003s | chain_time=0.0009s | iter_time=0.0012s
[2025-09-28 21:44:54] Iteration 5625/6250 | progress 90.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:44:55] Iteration 6250/6250 | progress 100.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:44:55] Completed run in 6.2486 seconds, estimate=0.3470081755829919
