[2025-09-28 21:46:05] Starting CBNE base run
[2025-09-28 21:46:05] Graph: ../../../quantinuum/CBNE/graphs/Graph-3.graphml
[2025-09-28 21:46:05] Spectral gap: 0.3333333333333333
[2025-09-28 21:46:05] Dimension (k): 2
[2025-09-28 21:46:05] One norm: 1.3333333333333333
[2025-09-28 21:46:05] Walk length (z): 6
[2025-09-28 21:46:05] Planned samples: 9767
[2025-09-28 21:46:05] Seed set to 789
[2025-09-28 21:46:06] Iteration 976/9767 | progress 10.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-28 21:46:06] Iteration 1952/9767 | progress 20.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:07] Iteration 2928/9767 | progress 30.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0008s
[2025-09-28 21:46:08] Iteration 3904/9767 | progress 40.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:09] Iteration 4880/9767 | progress 50.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:10] Iteration 5856/9767 | progress 60.0% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:11] Iteration 6832/9767 | progress 69.9% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:12] Iteration 7808/9767 | progress 79.9% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0008s
[2025-09-28 21:46:13] Iteration 8784/9767 | progress 89.9% | value=5.618656 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0009s
[2025-09-28 21:46:14] Iteration 9760/9767 | progress 99.9% | value=0.000000 | sample_time=0.0001s | chain_time=0.0008s | iter_time=0.0009s
[2025-09-28 21:46:14] Iteration 9767/9767 | progress 100.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0008s | iter_time=0.0008s
[2025-09-28 21:46:14] Completed run in 9.7733 seconds, estimate=0.3192744864815194
