[2025-09-29 06:35:57] Starting CBNE base run
[2025-09-29 06:35:57] Graph: /Volumes/PData/Data/Dev/Github/Repos/phd3/cbne/local/Torch_CBNE/torch_cbne/sample_graphs/quantinuum/Graph-2.graphml
[2025-09-29 06:35:57] Spectral gap: 0.5
[2025-09-29 06:35:57] Dimension (k): 1
[2025-09-29 06:35:57] One norm: 1.5
[2025-09-29 06:35:57] Walk length (z): 8
[2025-09-29 06:35:57] Planned samples: 34560
[2025-09-29 06:35:57] Seed set to 234
[2025-09-29 06:36:01] Iteration 3456/34560 | progress 10.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0010s | iter_time=0.0010s
[2025-09-29 06:36:05] Iteration 6912/34560 | progress 20.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0010s | iter_time=0.0011s
[2025-09-29 06:36:08] Iteration 10368/34560 | progress 30.0% | value=25.628906 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-29 06:36:12] Iteration 13824/34560 | progress 40.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-29 06:36:16] Iteration 17280/34560 | progress 50.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0010s | iter_time=0.0010s
[2025-09-29 06:36:20] Iteration 20736/34560 | progress 60.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0011s | iter_time=0.0011s
[2025-09-29 06:36:24] Iteration 24192/34560 | progress 70.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0010s | iter_time=0.0010s
[2025-09-29 06:36:27] Iteration 27648/34560 | progress 80.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-29 06:36:31] Iteration 31104/34560 | progress 90.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0009s | iter_time=0.0010s
[2025-09-29 06:36:35] Iteration 34560/34560 | progress 100.0% | value=0.000000 | sample_time=0.0000s | chain_time=0.0011s | iter_time=0.0011s
[2025-09-29 06:36:35] Completed run in 38.0797 seconds, estimate=0.535418701171875
